"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1789556874079314176","Sun May 12 13:35:46 +0000 2024","0","@kelaeuy gw jg cust lu ya kela mana au timnas gw","1789650678249668717","","kelaeuy","in","unlabeled account (PA)","0","0","0","https://twitter.com/lm___mk/status/1789650678249668717","861985690279489536","lm___mk"
"1789650660738347135","Sun May 12 13:35:42 +0000 2024","0","Owh ini yang katanya Viral anime onepie manga netflix Spotify mvs DoodStream malam sabtu maljum Timnas #viralindo https://t.co/gguOWwBkZV","1789650660738347135","","","in","","0","0","0","https://twitter.com/AustinCale47888/status/1789650660738347135","1769429222861197312","AustinCale47888"
"1789650561153020068","Sun May 12 13:35:18 +0000 2024","0","Owh ini yang katanya Viral anime onepiece manga netflix spotify mvs DoodStream malam sabtu maljum Timnas #viralindo https://t.co/Zup1uq2tjn","1789650561153020068","","","in","Toronto","0","0","0","https://twitter.com/MeganHristov/status/1789650561153020068","37557523","MeganHristov"
"1789650217610219842","Sun May 12 13:35:17 +0000 2024","0","@unmagnetism Un parah lu timnas cewek dibantai korut","1789650558271525357","","unmagnetism","in","Unknown","0","0","0","https://twitter.com/riyan_____/status/1789650558271525357","1308080470211457035","riyan_____"
"1789650539049083046","Sun May 12 13:35:13 +0000 2024","0","demi apa ada mfs timnas anjay","1789650539049083046","","","in","","0","2","0","https://twitter.com/loureead/status/1789650539049083046","1528615258968928256","loureead"
"1789650532497498367","Sun May 12 13:35:11 +0000 2024","0","Inilah 12 Pemain Eropa Siap Bela Timnas Indonesia Piala Dunia 2026 Jalin Komunikasi Ketua PSSI Erick Thohir https://t.co/Nsw9izdLjM","1789650532497498367","","","in","","0","0","0","https://twitter.com/Yadidio4/status/1789650532497498367","916081827185532928","Yadidio4"
"1789650516844347545","Sun May 12 13:35:07 +0000 2024","9","tw // tiktok wkwkwkwkwk netizen tiktok kadang lucu juga ada pemain timnas upload di tiktok tapi gaada suara samsek terus komentarnya pada mengheningkan cipta semua tanyarl https://t.co/9xn3w2CXK0","1789650516844347545","https://pbs.twimg.com/media/GNYdp2na0AAZ73I.jpg","","in","Indonesia","0","3","0","https://twitter.com/tanyakanrl/status/1789650516844347545","1331650559518990336","tanyakanrl"
"1789650465317364204","Sun May 12 13:34:55 +0000 2024","1"," Kami menang tapi kemenangan kami disabotase. (Co captain Timnas AMIN Tom Lembong) #AniesPanutanku #AniesPemimpinku https://t.co/XNlSayCn0N","1789650465317364204","https://pbs.twimg.com/ext_tw_video_thumb/1789650436334743552/pu/img/L0e-EvgYQucCpd_Y.jpg","","in","","0","0","0","https://twitter.com/dancersejati07/status/1789650465317364204","1605747132014637061","dancersejati07"
"1789650409700905086","Sun May 12 13:34:42 +0000 2024","6","Owh ini yang katanya Viral anime onepie manga netflix Spotify mvs DoodStream malam sabtu maljum Timnas #viralindo https://t.co/pgtd5Crx5F","1789650409700905086","","","in","","0","6","6","https://twitter.com/JulieReid515458/status/1789650409700905086","1777855395232706560","JulieReid515458"
"1789649034636112137","Sun May 12 13:34:31 +0000 2024","0","Gantungan kunci timnas custom https://t.co/UO0Jbym92j https://t.co/u5FlwAyDG0","1789650362183647553","https://pbs.twimg.com/media/GNYdfefaoAAKafc.jpg","astranalala","in","","0","0","0","https://twitter.com/astranalala/status/1789650362183647553","2368596683","astranalala"
"1789650355338559867","Sun May 12 13:34:29 +0000 2024","0","Shin Tae Yong Targetkan Timnas Indoonesia Senior Lolos Putaran 3 Kualifikasi Piala Dunia 2026 https://t.co/s4ykaJ6qq7","1789650355338559867","","","in","","0","0","0","https://twitter.com/Radardetik/status/1789650355338559867","1739305684452405248","Radardetik"
"1789650325152166388","Sun May 12 13:34:22 +0000 2024","5","Owh ini yang katanya Viral anime onepie manga netflix Spotify mvs DoodStream malam sabtu maljum Timnas #viralindo https://t.co/49ja1xfvQB","1789650325152166388","","","in","","0","4","4","https://twitter.com/JuanBoswor98157/status/1789650325152166388","1769372289156501504","JuanBoswor98157"
"1786387237728559214","Sun May 12 13:33:38 +0000 2024","0","GARUDA MEMANGGIL! 26 nama pemain Timnas Senior untuk laga melawan Kamboja🇰🇭 &amp; Thailand🇹🇭 di Piala AFF Grup A https://t.co/oyJVPwViyP","1789650141584245113","https://pbs.twimg.com/media/GNYdPh1a4AAxQJ0.jpg","delfsefense","in","","0","1","0","https://twitter.com/delfsefense/status/1789650141584245113","256371255","delfsefense"
"1788734343017648626","Sun May 12 13:33:27 +0000 2024","0","@brouuwneyes @LoveyourVinnn Sama pemikiran gw jg gt..gimana timnas kita mau maju ke depan kalo dikit2 di nyinyirin..coba suruh yg suka nyinyir itu main bola.bisa gak? Heran gw sama neti+62","1789650095493058667","","brouuwneyes","in","","0","0","0","https://twitter.com/SusanthyEmy/status/1789650095493058667","1450444273594159107","SusanthyEmy"
"1789650072378220649","Sun May 12 13:33:22 +0000 2024","7","Owh ini yang katanya Viral anime onepie manga netflix Spotify mvs DoodStream malam sabtu maljum Timnas #viralindo https://t.co/5O0NDRKDa8","1789650072378220649","","","in","","0","8","7","https://twitter.com/Liliana92547871/status/1789650072378220649","1048904120","Liliana92547871"
"1789650025850736740","Sun May 12 13:33:10 +0000 2024","6","Owh ini yang katanya Viral anime onepie manga netflix Spotify mvs DoodStream malam sabtu maljum Timnas #viralindo https://t.co/EZyc8XTsug","1789650025850736740","","","in","china","0","7","7","https://twitter.com/jessieh02631629/status/1789650025850736740","614681987","jessieh02631629"
